,Time,Amount,Code
0,2020-02-25 00:00:27,13.4491,wtceth
0,2020-02-25 00:00:28,53807.7134,btcusdt
0,2020-02-25 00:00:29,1.0681,mcoeth
0,2020-02-25 00:00:29,1484.8448,etcusdt
0,2020-02-25 00:00:31,10676.2807,ethusdt
0,2020-02-25 00:00:32,398.2488,ethbtc
0,2020-02-25 00:00:32,5574.7086,ltcusdt
0,2020-02-25 00:00:33,3731.4573,ltcbtc
0,2020-02-25 00:00:37,2039.974,omgusdt
0,2020-02-25 00:00:43,8.1404,aeeth
0,2020-02-25 00:00:44,3.3208,gntusdt
0,2020-02-25 00:00:44,59.6212,zrxusdt
1,2020-02-25 00:00:56,933.4144,ethusdt
1,2020-02-25 00:01:04,3553.4194,omgusdt
1,2020-02-25 00:01:04,38451.8688,btcusdt
1,2020-02-25 00:01:05,1251.2639,etcusdt
1,2020-02-25 00:01:08,56.621,wtceth
1,2020-02-25 00:01:09,48.1385,zrxusdt
1,2020-02-25 00:01:11,838.2753,ltcusdt
1,2020-02-25 00:01:13,0.3227,mcoeth
1,2020-02-25 00:01:14,6112.91,ethbtc
1,2020-02-25 00:01:16,2561.4844,ltcbtc
1,2020-02-25 00:01:24,3.0912,aeeth
1,2020-02-25 00:01:27,4.8111,gntusdt
2,2020-02-25 00:01:32,45327.4398,btcusdt
2,2020-02-25 00:01:40,2889.1331,ltcusdt
2,2020-02-25 00:01:40,2961.0542,ethusdt
2,2020-02-25 00:01:46,2494.4067,etcusdt
2,2020-02-25 00:01:46,4094.2716,ltcbtc
2,2020-02-25 00:01:47,46.7367,wtceth
2,2020-02-25 00:01:48,782.326,omgusdt
2,2020-02-25 00:01:48,8.2451,zrxusdt
2,2020-02-25 00:01:49,5.8204,aeeth
2,2020-02-25 00:01:50,2299.8316,ethbtc
2,2020-02-25 00:01:56,0.6707,mcoeth
2,2020-02-25 00:01:57,19.9912,gntusdt
3,2020-02-25 00:02:07,15907.8343,btcusdt
3,2020-02-25 00:02:08,12445.436,ethusdt
3,2020-02-25 00:02:11,581.2408,ltcbtc
3,2020-02-25 00:02:15,11.3977,aeeth
3,2020-02-25 00:02:18,103.196,zrxusdt
3,2020-02-25 00:02:20,1546.353,omgusdt
3,2020-02-25 00:02:22,442.7443,ltcusdt
3,2020-02-25 00:02:24,1373.0694,ethbtc
3,2020-02-25 00:02:26,10.9959,etcusdt
3,2020-02-25 00:02:32,54.5137,wtceth
4,2020-02-25 00:02:34,32316.4201,btcusdt
4,2020-02-25 00:02:36,3430.6392,ethusdt
3,2020-02-25 00:02:37,1.0719,mcoeth
3,2020-02-25 00:02:41,11.0008,gntusdt
4,2020-02-25 00:02:50,48.9506,zrxusdt
4,2020-02-25 00:02:51,2101.2249,ltcbtc
4,2020-02-25 00:02:56,3985.2197,ltcusdt
4,2020-02-25 00:02:59,7344.3897,ethbtc
4,2020-02-25 00:03:00,3.9585,aeeth
5,2020-02-25 00:03:03,12992.9486,ethusdt
4,2020-02-25 00:03:03,3576.1021,omgusdt
4,2020-02-25 00:03:05,2797.9525,etcusdt
4,2020-02-25 00:03:06,60.5983,wtceth
5,2020-02-25 00:03:07,54613.2175,btcusdt
4,2020-02-25 00:03:09,2.978,gntusdt
5,2020-02-25 00:03:17,106.0762,zrxusdt
4,2020-02-25 00:03:18,0.4597,mcoeth
5,2020-02-25 00:03:25,7.1814,aeeth
5,2020-02-25 00:03:29,4045.4828,ltcusdt
5,2020-02-25 00:03:30,8744.5162,ethbtc
5,2020-02-25 00:03:33,2286.014,ltcbtc
5,2020-02-25 00:03:37,5.1593,wtceth
5,2020-02-25 00:03:38,3562.6482,etcusdt
6,2020-02-25 00:03:38,10858.5536,ethusdt
5,2020-02-25 00:03:40,15.212,gntusdt
6,2020-02-25 00:03:42,26579.6037,btcusdt
6,2020-02-25 00:03:45,105.1846,zrxusdt
5,2020-02-25 00:03:46,2918.1686,omgusdt
6,2020-02-25 00:04:01,2732.601,ltcbtc
5,2020-02-25 00:04:03,0.7577,mcoeth
6,2020-02-25 00:04:03,894.1794,ethbtc
6,2020-02-25 00:04:07,34.1087,wtceth
6,2020-02-25 00:04:07,4841.4042,ltcusdt
6,2020-02-25 00:04:09,3033.6916,etcusdt
7,2020-02-25 00:04:09,6992.3002,btcusdt
6,2020-02-25 00:04:10,5.4348,aeeth
6,2020-02-25 00:04:14,4.5494,gntusdt
7,2020-02-25 00:04:16,3.58,zrxusdt
7,2020-02-25 00:04:20,4861.9274,ethusdt
6,2020-02-25 00:04:22,2965.7311,omgusdt
6,2020-02-25 00:04:31,0.7229,mcoeth
7,2020-02-25 00:04:33,12.6865,wtceth
7,2020-02-25 00:04:34,205.8806,ltcusdt
7,2020-02-25 00:04:36,1156.281,ltcbtc
7,2020-02-25 00:04:41,2320.4013,etcusdt
7,2020-02-25 00:04:44,5910.3665,ethbtc
8,2020-02-25 00:04:48,18598.9799,btcusdt
7,2020-02-25 00:04:48,18.1031,gntusdt
8,2020-02-25 00:04:51,95.8701,zrxusdt
7,2020-02-25 00:04:54,11.0059,aeeth
7,2020-02-25 00:04:58,637.6492,omgusdt
8,2020-02-25 00:04:59,6056.0514,ethusdt
7,2020-02-25 00:05:00,0.5621,mcoeth
8,2020-02-25 00:05:00,4980.4096,ltcusdt
8,2020-02-25 00:05:04,1914.8786,ltcbtc
8,2020-02-25 00:05:08,2.0016,wtceth
8,2020-02-25 00:05:18,6.3827,gntusdt
8,2020-02-25 00:05:18,2033.292,etcusdt
8,2020-02-25 00:05:22,5.6097,aeeth
9,2020-02-25 00:05:24,34478.2143,btcusdt
9,2020-02-25 00:05:28,2.9576,zrxusdt
8,2020-02-25 00:05:28,1.1093,mcoeth
8,2020-02-25 00:05:29,2550.3556,ethbtc
9,2020-02-25 00:05:33,1221.5859,ethusdt
9,2020-02-25 00:05:36,62.4729,wtceth
9,2020-02-25 00:05:39,744.2859,ltcusdt
8,2020-02-25 00:05:40,3195.1888,omgusdt
9,2020-02-25 00:05:46,1082.7026,ltcbtc
9,2020-02-25 00:05:50,3.2693,gntusdt
9,2020-02-25 00:05:56,10635.5236,ethbtc
9,2020-02-25 00:06:00,3027.1477,etcusdt
10,2020-02-25 00:06:02,58833.3261,btcusdt
9,2020-02-25 00:06:03,0.0141,mcoeth
10,2020-02-25 00:06:04,30.6638,wtceth
10,2020-02-25 00:06:05,44.1784,zrxusdt
9,2020-02-25 00:06:06,3348.6252,omgusdt
9,2020-02-25 00:06:06,6.5867,aeeth
10,2020-02-25 00:06:13,3867.9204,ethusdt
10,2020-02-25 00:06:17,387.7724,ltcusdt
10,2020-02-25 00:06:18,0.8998,gntusdt
10,2020-02-25 00:06:19,3248.3396,ltcbtc
10,2020-02-25 00:06:37,9266.0157,ethbtc
10,2020-02-25 00:06:38,6.5717,aeeth
10,2020-02-25 00:06:38,1330.6757,etcusdt
10,2020-02-25 00:06:43,0.8978,mcoeth
11,2020-02-25 00:06:44,2681.7073,ltcusdt
11,2020-02-25 00:06:44,18565.5465,btcusdt
10,2020-02-25 00:06:45,2519.4309,omgusdt
11,2020-02-25 00:06:46,50.3703,wtceth
11,2020-02-25 00:06:47,26.3612,zrxusdt
11,2020-02-25 00:06:52,19.5586,ltcbtc
11,2020-02-25 00:06:54,13.2011,gntusdt
11,2020-02-25 00:06:58,3788.3288,ethusdt
11,2020-02-25 00:07:05,888.1028,etcusdt
11,2020-02-25 00:07:10,7014.6452,ethbtc
11,2020-02-25 00:07:10,3472.3119,omgusdt
12,2020-02-25 00:07:16,26.9989,wtceth
12,2020-02-25 00:07:17,769.3068,ltcbtc
11,2020-02-25 00:07:19,12.3091,aeeth
12,2020-02-25 00:07:21,5224.3642,ltcusdt
12,2020-02-25 00:07:22,40756.1777,btcusdt
12,2020-02-25 00:07:22,62.4569,zrxusdt
12,2020-02-25 00:07:24,18.9331,gntusdt
11,2020-02-25 00:07:25,0.186,mcoeth
12,2020-02-25 00:07:34,3183.5987,etcusdt
12,2020-02-25 00:07:38,9581.6939,ethusdt
12,2020-02-25 00:07:43,0.5532,ethbtc
12,2020-02-25 00:07:45,3.8642,aeeth
13,2020-02-25 00:07:50,63062.9958,btcusdt
13,2020-02-25 00:07:51,1346.3714,ltcbtc
12,2020-02-25 00:07:52,2688.3257,omgusdt
13,2020-02-25 00:07:56,0.3007,gntusdt
13,2020-02-25 00:08:00,27.3226,wtceth
12,2020-02-25 00:08:01,0.3921,mcoeth
13,2020-02-25 00:08:04,73.9351,zrxusdt
13,2020-02-25 00:08:05,327.112,ltcusdt
13,2020-02-25 00:08:09,1990.1177,etcusdt
13,2020-02-25 00:08:12,8311.6016,ethusdt
14,2020-02-25 00:08:15,6331.5032,btcusdt
13,2020-02-25 00:08:22,5.0553,aeeth
13,2020-02-25 00:08:23,1235.136,omgusdt
13,2020-02-25 00:08:24,6747.2621,ethbtc
14,2020-02-25 00:08:28,8.0999,gntusdt
14,2020-02-25 00:08:28,4081.3409,ltcbtc
14,2020-02-25 00:08:31,23.2115,wtceth
13,2020-02-25 00:08:34,0.8565,mcoeth
14,2020-02-25 00:08:38,5502.6997,ltcusdt
14,2020-02-25 00:08:41,4.0848,zrxusdt
14,2020-02-25 00:08:49,3599.5713,etcusdt
14,2020-02-25 00:08:52,11290.8233,ethusdt
14,2020-02-25 00:08:55,2667.0681,omgusdt
14,2020-02-25 00:08:59,9.9896,aeeth
15,2020-02-25 00:08:59,60496.7292,btcusdt
14,2020-02-25 00:09:02,2123.8625,ethbtc
14,2020-02-25 00:09:08,0.5317,mcoeth
15,2020-02-25 00:09:08,13.5141,gntusdt
15,2020-02-25 00:09:13,2899.2948,ltcbtc
15,2020-02-25 00:09:14,1115.73,etcusdt
15,2020-02-25 00:09:16,50.987,wtceth
15,2020-02-25 00:09:22,74.5259,zrxusdt
15,2020-02-25 00:09:23,4121.7831,ltcusdt
15,2020-02-25 00:09:28,1.5983,aeeth
15,2020-02-25 00:09:33,3538.1182,omgusdt
15,2020-02-25 00:09:34,11885.4984,ethusdt
15,2020-02-25 00:09:38,8425.7435,ethbtc
16,2020-02-25 00:09:41,61.4309,wtceth
16,2020-02-25 00:09:43,60810.6456,btcusdt
16,2020-02-25 00:09:45,4115.7581,ltcbtc
15,2020-02-25 00:09:46,0.719,mcoeth
16,2020-02-25 00:09:50,11.1298,gntusdt
16,2020-02-25 00:09:51,34.6404,zrxusdt
16,2020-02-25 00:09:58,3154.5434,etcusdt
16,2020-02-25 00:10:00,7744.6539,ethusdt
16,2020-02-25 00:10:03,901.6388,ltcusdt
16,2020-02-25 00:10:06,2829.5558,omgusdt
16,2020-02-25 00:10:06,0.9398,aeeth
17,2020-02-25 00:10:10,3269.1353,ltcbtc
17,2020-02-25 00:10:12,25305.3262,btcusdt
16,2020-02-25 00:10:18,0.1896,mcoeth
16,2020-02-25 00:10:19,7301.1315,ethbtc
