,Time,Amount,Code
0,2019-11-12 00:00:25,86.3204,etcusdt
0,2019-11-12 00:00:26,12181.2708,btcusdt
0,2019-11-12 00:00:27,31.7787,wtceth
0,2019-11-12 00:00:28,23.4157,gntusdt
0,2019-11-12 00:00:29,9945.1217,ethusdt
0,2019-11-12 00:00:30,0.9197,mcoeth
0,2019-11-12 00:00:30,3984.2542,ltcusdt
0,2019-11-12 00:00:32,44.688,zrxusdt
0,2019-11-12 00:00:32,1164.228,ltcbtc
0,2019-11-12 00:00:37,1.6516,aeeth
0,2019-11-12 00:00:40,3318.5094,omgusdt
0,2019-11-12 00:00:45,5379.4635,ethbtc
1,2019-11-12 00:00:58,30.9737,wtceth
1,2019-11-12 00:00:59,3929.3624,ltcusdt
1,2019-11-12 00:01:00,924.0042,ltcbtc
1,2019-11-12 00:01:01,162.918,zrxusdt
1,2019-11-12 00:01:02,8.42,aeeth
1,2019-11-12 00:01:03,3911.0923,etcusdt
1,2019-11-12 00:01:04,7.9816,gntusdt
1,2019-11-12 00:01:09,33018.7576,btcusdt
1,2019-11-12 00:01:10,0.5674,mcoeth
1,2019-11-12 00:01:12,17201.5091,ethusdt
1,2019-11-12 00:01:13,2849.1714,omgusdt
1,2019-11-12 00:01:17,5763.3674,ethbtc
2,2019-11-12 00:01:24,5708.9966,ltcusdt
2,2019-11-12 00:01:32,162.1188,zrxusdt
2,2019-11-12 00:01:34,4.4997,aeeth
2,2019-11-12 00:01:36,5.7409,gntusdt
2,2019-11-12 00:01:36,40.9338,wtceth
2,2019-11-12 00:01:37,13994.4111,ethusdt
2,2019-11-12 00:01:39,1608.7827,ltcbtc
2,2019-11-12 00:01:43,3287.3146,etcusdt
2,2019-11-12 00:01:46,12426.1397,btcusdt
2,2019-11-12 00:01:46,0.3796,mcoeth
2,2019-11-12 00:01:52,1034.7652,omgusdt
2,2019-11-12 00:01:54,15930.3122,ethbtc
3,2019-11-12 00:02:05,4720.4139,ltcusdt
3,2019-11-12 00:02:08,2.9364,aeeth
3,2019-11-12 00:02:09,1877.3249,ltcbtc
3,2019-11-12 00:02:13,2244.7586,etcusdt
3,2019-11-12 00:02:15,73.3219,zrxusdt
3,2019-11-12 00:02:17,1.0517,mcoeth
3,2019-11-12 00:02:18,42552.6331,btcusdt
3,2019-11-12 00:02:19,2886.5401,ethbtc
3,2019-11-12 00:02:20,18120.5977,ethusdt
3,2019-11-12 00:02:20,7.9282,gntusdt
3,2019-11-12 00:02:20,19.1188,wtceth
