,Time,Amount,Code
0,2019-11-06 00:00:25,3840.1246,ltcusdt
0,2019-11-06 00:00:27,2431.8579,ltcbtc
0,2019-11-06 00:00:28,0.4557,mcoeth
0,2019-11-06 00:00:28,12.2004,aeeth
0,2019-11-06 00:00:31,13.3797,gntusdt
0,2019-11-06 00:00:33,20295.3435,btcusdt
0,2019-11-06 00:00:35,117.106,zrxusdt
0,2019-11-06 00:00:37,8809.6776,ethusdt
0,2019-11-06 00:00:38,41.8163,wtceth
0,2019-11-06 00:00:38,13650.5335,ethbtc
0,2019-11-06 00:00:41,575.144,omgusdt
0,2019-11-06 00:00:44,1577.7244,etcusdt
1,2019-11-06 00:00:53,0.6682,mcoeth
1,2019-11-06 00:00:59,981.0732,ltcbtc
1,2019-11-06 00:01:02,15.6842,gntusdt
1,2019-11-06 00:01:02,10.0778,aeeth
1,2019-11-06 00:01:05,8.534,zrxusdt
1,2019-11-06 00:01:06,907.0612,ethbtc
1,2019-11-06 00:01:10,42.6981,wtceth
1,2019-11-06 00:01:10,2476.8039,ltcusdt
1,2019-11-06 00:01:11,1447.1407,etcusdt
1,2019-11-06 00:01:16,1445.028,omgusdt
1,2019-11-06 00:01:17,11053.9331,ethusdt
1,2019-11-06 00:01:18,7108.6089,btcusdt
2,2019-11-06 00:01:25,3807.3669,ltcbtc
2,2019-11-06 00:01:30,10.0943,gntusdt
2,2019-11-06 00:01:35,10.3864,aeeth
2,2019-11-06 00:01:36,0.5921,mcoeth
2,2019-11-06 00:01:40,8435.3053,ethbtc
2,2019-11-06 00:01:41,26.3691,wtceth
2,2019-11-06 00:01:42,672.649,ethusdt
2,2019-11-06 00:01:43,16349.6522,btcusdt
2,2019-11-06 00:01:43,3452.6025,ltcusdt
2,2019-11-06 00:01:43,50.6124,zrxusdt
2,2019-11-06 00:01:50,1942.7507,omgusdt
2,2019-11-06 00:01:54,2442.1979,etcusdt
3,2019-11-06 00:02:05,3406.6654,ltcbtc
3,2019-11-06 00:02:06,24.3551,wtceth
3,2019-11-06 00:02:09,7.9325,gntusdt
3,2019-11-06 00:02:10,0.2264,mcoeth
3,2019-11-06 00:02:12,20.3168,zrxusdt
3,2019-11-06 00:02:16,1.9507,aeeth
3,2019-11-06 00:02:17,2163.7927,ethusdt
3,2019-11-06 00:02:22,3972.4929,ethbtc
3,2019-11-06 00:02:24,19686.6877,btcusdt
3,2019-11-06 00:02:26,4620.0205,ltcusdt
3,2019-11-06 00:02:26,2195.4415,etcusdt
3,2019-11-06 00:02:35,1030.9669,omgusdt
4,2019-11-06 00:02:37,0.5526,mcoeth
4,2019-11-06 00:02:43,31.8722,wtceth
4,2019-11-06 00:02:43,110.4942,zrxusdt
