,Time,Amount,Code
0,2019-05-31 00:00:26,10000.9212,btcusdt
0,2019-05-31 00:00:26,24.9526,wtceth
0,2019-05-31 00:00:26,9052.502,ethbtc
0,2019-05-31 00:00:27,2582.0134,ltcusdt
0,2019-05-31 00:00:28,430.1401,ltcbtc
0,2019-05-31 00:00:31,2672.6697,etcusdt
0,2019-05-31 00:00:33,14338.1753,ethusdt
0,2019-05-31 00:00:39,729.2868,omgusdt
0,2019-05-31 00:00:40,8.2874,aeeth
0,2019-05-31 00:00:41,179.4445,zrxusdt
0,2019-05-31 00:00:41,0.3289,mcoeth
0,2019-05-31 00:00:43,14.8776,gntusdt
1,2019-05-31 00:00:54,1197.2258,ltcbtc
1,2019-05-31 00:01:01,3678.5273,etcusdt
1,2019-05-31 00:01:01,62112.1639,btcusdt
1,2019-05-31 00:01:05,17787.8796,ethbtc
1,2019-05-31 00:01:05,81.9396,wtceth
1,2019-05-31 00:01:07,19485.4271,ethusdt
1,2019-05-31 00:01:09,1.6021,mcoeth
1,2019-05-31 00:01:11,9.0927,aeeth
1,2019-05-31 00:01:12,6845.8751,ltcusdt
1,2019-05-31 00:01:22,25.357,gntusdt
1,2019-05-31 00:01:22,112.3062,zrxusdt
1,2019-05-31 00:01:24,2396.0919,omgusdt
2,2019-05-31 00:01:31,815.3874,etcusdt
2,2019-05-31 00:01:37,22.2485,wtceth
2,2019-05-31 00:01:37,3861.619,ltcbtc
2,2019-05-31 00:01:38,15029.3549,ethusdt
2,2019-05-31 00:01:41,761.4761,ltcusdt
2,2019-05-31 00:01:42,33147.3795,btcusdt
2,2019-05-31 00:01:44,18.1945,aeeth
2,2019-05-31 00:01:47,90.202,zrxusdt
2,2019-05-31 00:01:50,5645.3446,ethbtc
2,2019-05-31 00:01:50,0.8392,mcoeth
2,2019-05-31 00:01:56,3.3033,gntusdt
2,2019-05-31 00:01:59,77.0519,omgusdt
3,2019-05-31 00:02:05,9663.5715,ethusdt
3,2019-05-31 00:02:11,464.3198,etcusdt
3,2019-05-31 00:02:12,6461.2723,ltcusdt
3,2019-05-31 00:02:12,25770.7722,btcusdt
3,2019-05-31 00:02:13,53.8136,wtceth
3,2019-05-31 00:02:18,5550.0176,ltcbtc
3,2019-05-31 00:02:18,54.9586,zrxusdt
3,2019-05-31 00:02:22,1.8028,aeeth
3,2019-05-31 00:02:22,0.0747,mcoeth
3,2019-05-31 00:02:28,4434.6803,omgusdt
3,2019-05-31 00:02:28,920.1443,ethbtc
4,2019-05-31 00:02:32,3241.8452,ethusdt
3,2019-05-31 00:02:38,39.9436,gntusdt
4,2019-05-31 00:02:39,71977.1688,btcusdt
4,2019-05-31 00:02:41,1913.3206,etcusdt
4,2019-05-31 00:02:49,4451.847,ltcbtc
4,2019-05-31 00:02:50,6.7371,zrxusdt
4,2019-05-31 00:02:53,2710.9738,ltcusdt
4,2019-05-31 00:02:55,7.5588,wtceth
4,2019-05-31 00:02:58,0.5277,mcoeth
4,2019-05-31 00:02:59,1188.3981,omgusdt
4,2019-05-31 00:03:01,13.6488,aeeth
4,2019-05-31 00:03:04,6.8294,gntusdt
4,2019-05-31 00:03:11,8371.0415,ethbtc
5,2019-05-31 00:03:14,16006.5777,ethusdt
5,2019-05-31 00:03:20,24359.2835,btcusdt
5,2019-05-31 00:03:21,77.3087,zrxusdt
5,2019-05-31 00:03:23,2196.7778,etcusdt
5,2019-05-31 00:03:27,3755.8084,ltcusdt
5,2019-05-31 00:03:31,1230.6368,omgusdt
5,2019-05-31 00:03:33,5128.5977,ltcbtc
5,2019-05-31 00:03:40,11.3149,wtceth
5,2019-05-31 00:03:42,1.2876,mcoeth
5,2019-05-31 00:03:42,11.3141,aeeth
5,2019-05-31 00:03:47,35.0537,gntusdt
6,2019-05-31 00:03:49,14621.7946,btcusdt
6,2019-05-31 00:03:51,117.2499,zrxusdt
6,2019-05-31 00:03:54,18358.2673,ethusdt
5,2019-05-31 00:03:55,14590.874,ethbtc
6,2019-05-31 00:03:59,3909.3968,etcusdt
6,2019-05-31 00:04:07,1665.3691,omgusdt
6,2019-05-31 00:04:09,1387.1007,ltcbtc
6,2019-05-31 00:04:09,2499.5151,ltcusdt
6,2019-05-31 00:04:11,35.6028,wtceth
7,2019-05-31 00:04:15,35210.8269,btcusdt
6,2019-05-31 00:04:20,16.339,aeeth
6,2019-05-31 00:04:20,20.7314,gntusdt
6,2019-05-31 00:04:25,1.6783,mcoeth
7,2019-05-31 00:04:27,2268.713,etcusdt
6,2019-05-31 00:04:32,11376.2666,ethbtc
7,2019-05-31 00:04:33,66.9081,zrxusdt
7,2019-05-31 00:04:35,5318.5057,ltcusdt
7,2019-05-31 00:04:36,1283.5652,ethusdt
7,2019-05-31 00:04:38,2420.814,ltcbtc
7,2019-05-31 00:04:46,39.3047,gntusdt
8,2019-05-31 00:04:50,70260.6798,btcusdt
7,2019-05-31 00:04:51,468.3294,omgusdt
7,2019-05-31 00:04:55,35.6916,wtceth
8,2019-05-31 00:05:02,13197.8471,ethusdt
7,2019-05-31 00:05:03,0.1767,mcoeth
7,2019-05-31 00:05:03,3989.4108,ethbtc
7,2019-05-31 00:05:03,1.0691,aeeth
8,2019-05-31 00:05:04,5387.9382,ltcusdt
8,2019-05-31 00:05:10,3971.1918,etcusdt
8,2019-05-31 00:05:10,3604.5904,ltcbtc
8,2019-05-31 00:05:14,50.3437,zrxusdt
8,2019-05-31 00:05:18,8.43,gntusdt
8,2019-05-31 00:05:20,69.0723,wtceth
8,2019-05-31 00:05:26,553.1714,omgusdt
8,2019-05-31 00:05:29,4.6282,aeeth
9,2019-05-31 00:05:34,5724.135,ltcusdt
9,2019-05-31 00:05:34,58597.0584,btcusdt
9,2019-05-31 00:05:35,17494.4848,ethusdt
9,2019-05-31 00:05:35,754.8268,ltcbtc
8,2019-05-31 00:05:44,0.3413,mcoeth
9,2019-05-31 00:05:44,3.3094,gntusdt
9,2019-05-31 00:05:46,4005.5867,etcusdt
8,2019-05-31 00:05:48,8580.2894,ethbtc
9,2019-05-31 00:05:51,39.6268,wtceth
9,2019-05-31 00:05:57,78.6632,zrxusdt
9,2019-05-31 00:06:00,493.781,omgusdt
10,2019-05-31 00:06:02,37302.8469,btcusdt
10,2019-05-31 00:06:03,6263.3869,ltcusdt
