,Time,Amount,Code
0,2019-11-09 00:00:27,1086.7739,ltcusdt
0,2019-11-09 00:00:36,11577.7309,btcusdt
0,2019-11-09 00:00:36,1488.2403,omgusdt
0,2019-11-09 00:00:38,23.4304,wtceth
0,2019-11-09 00:00:39,838.1065,ethusdt
0,2019-11-09 00:00:40,2.24,aeeth
0,2019-11-09 00:00:40,114.696,ltcbtc
0,2019-11-09 00:00:41,1694.7268,etcusdt
0,2019-11-09 00:00:43,8.6487,gntusdt
0,2019-11-09 00:00:44,0.17,mcoeth
0,2019-11-09 00:00:45,5208.7845,ethbtc
0,2019-11-09 00:00:45,36.896,zrxusdt
1,2019-11-09 00:01:01,740.6297,omgusdt
1,2019-11-09 00:01:05,2850.9441,ltcbtc
1,2019-11-09 00:01:06,4.1112,aeeth
1,2019-11-09 00:01:07,2.9651,wtceth
1,2019-11-09 00:01:08,2.2858,gntusdt
1,2019-11-09 00:01:09,2359.0882,ltcusdt
1,2019-11-09 00:01:10,6200.094,ethusdt
1,2019-11-09 00:01:11,15577.1948,btcusdt
1,2019-11-09 00:01:20,6903.1565,ethbtc
1,2019-11-09 00:01:24,0.3009,mcoeth
1,2019-11-09 00:01:25,955.7913,etcusdt
1,2019-11-09 00:01:27,5.408,zrxusdt
2,2019-11-09 00:01:31,2087.915,ltcbtc
2,2019-11-09 00:01:35,11.7296,wtceth
2,2019-11-09 00:01:37,318.5056,btcusdt
2,2019-11-09 00:01:42,11.8407,gntusdt
2,2019-11-09 00:01:42,6350.8299,ethusdt
2,2019-11-09 00:01:45,1096.4548,omgusdt
2,2019-11-09 00:01:50,4.6437,aeeth
2,2019-11-09 00:01:52,662.9106,etcusdt
2,2019-11-09 00:01:54,1107.5452,ltcusdt
2,2019-11-09 00:01:57,50.6627,zrxusdt
3,2019-11-09 00:01:58,652.0951,ltcbtc
2,2019-11-09 00:01:59,0.182,mcoeth
2,2019-11-09 00:02:01,176.2021,ethbtc
3,2019-11-09 00:02:04,22.8603,wtceth
3,2019-11-09 00:02:08,3416.7386,btcusdt
3,2019-11-09 00:02:23,0.8256,gntusdt
4,2019-11-09 00:02:25,3385.7818,ltcbtc
3,2019-11-09 00:02:25,6282.6685,ethusdt
3,2019-11-09 00:02:25,707.2604,omgusdt
3,2019-11-09 00:02:27,4.1845,aeeth
3,2019-11-09 00:02:31,20.4982,zrxusdt
3,2019-11-09 00:02:33,0.4959,mcoeth
3,2019-11-09 00:02:36,836.1619,etcusdt
3,2019-11-09 00:02:38,1005.3888,ltcusdt
3,2019-11-09 00:02:42,4613.2179,ethbtc
4,2019-11-09 00:02:46,8.2451,wtceth
4,2019-11-09 00:02:51,29163.1578,btcusdt
5,2019-11-09 00:02:59,1584.9003,ltcbtc
4,2019-11-09 00:03:01,2.3624,aeeth
4,2019-11-09 00:03:02,0.4657,mcoeth
4,2019-11-09 00:03:05,4.9658,gntusdt
4,2019-11-09 00:03:06,72.9589,zrxusdt
4,2019-11-09 00:03:06,377.3981,omgusdt
4,2019-11-09 00:03:07,8995.7681,ethusdt
4,2019-11-09 00:03:13,38.2901,etcusdt
5,2019-11-09 00:03:17,1.1871,wtceth
4,2019-11-09 00:03:20,1944.6135,ethbtc
4,2019-11-09 00:03:23,2270.8172,ltcusdt
5,2019-11-09 00:03:26,36276.2913,btcusdt
5,2019-11-09 00:03:28,3.2151,aeeth
5,2019-11-09 00:03:31,0.4863,mcoeth
5,2019-11-09 00:03:33,6786.5933,ethusdt
6,2019-11-09 00:03:38,1998.9543,ltcbtc
5,2019-11-09 00:03:42,1715.5599,omgusdt
5,2019-11-09 00:03:46,1235.9841,etcusdt
5,2019-11-09 00:03:47,4783.766,ethbtc
5,2019-11-09 00:03:48,1.6591,gntusdt
5,2019-11-09 00:03:51,12.7529,zrxusdt
6,2019-11-09 00:03:55,22.9496,wtceth
5,2019-11-09 00:04:00,2410.0438,ltcusdt
6,2019-11-09 00:04:04,2.9623,aeeth
6,2019-11-09 00:04:04,0.2762,mcoeth
6,2019-11-09 00:04:11,922.3877,btcusdt
6,2019-11-09 00:04:12,1661.7767,omgusdt
6,2019-11-09 00:04:14,9114.6809,ethusdt
6,2019-11-09 00:04:15,5.9752,gntusdt
7,2019-11-09 00:04:19,2715.2327,ltcbtc
6,2019-11-09 00:04:26,5580.2495,ethbtc
6,2019-11-09 00:04:27,2623.2824,ltcusdt
6,2019-11-09 00:04:28,2155.0356,etcusdt
7,2019-11-09 00:04:32,32.0222,wtceth
6,2019-11-09 00:04:33,14.8477,zrxusdt
7,2019-11-09 00:04:37,35160.3468,btcusdt
7,2019-11-09 00:04:41,0.2111,gntusdt
7,2019-11-09 00:04:41,0.4284,mcoeth
7,2019-11-09 00:04:46,4.9335,aeeth
8,2019-11-09 00:04:51,715.1665,ltcbtc
7,2019-11-09 00:04:52,672.5167,omgusdt
7,2019-11-09 00:04:53,2930.2927,ethusdt
7,2019-11-09 00:04:54,1062.875,ethbtc
7,2019-11-09 00:04:55,472.0334,etcusdt
7,2019-11-09 00:05:01,460.4583,ltcusdt
8,2019-11-09 00:05:09,0.3669,mcoeth
7,2019-11-09 00:05:11,52.3638,zrxusdt
8,2019-11-09 00:05:11,6.4076,gntusdt
8,2019-11-09 00:05:15,12.1452,wtceth
9,2019-11-09 00:05:19,2050.3958,ltcbtc
8,2019-11-09 00:05:19,9286.4741,btcusdt
8,2019-11-09 00:05:20,4698.8082,ethusdt
8,2019-11-09 00:05:25,1381.4733,omgusdt
8,2019-11-09 00:05:29,4.3351,aeeth
8,2019-11-09 00:05:30,6792.3534,ethbtc
8,2019-11-09 00:05:32,1358.8437,ltcusdt
8,2019-11-09 00:05:34,777.8304,etcusdt
9,2019-11-09 00:05:36,0.1743,mcoeth
9,2019-11-09 00:05:47,35957.6923,btcusdt
9,2019-11-09 00:05:49,2.2524,wtceth
9,2019-11-09 00:05:50,987.0835,omgusdt
9,2019-11-09 00:05:52,5.3169,gntusdt
10,2019-11-09 00:05:53,552.4766,ltcbtc
8,2019-11-09 00:05:55,48.8309,zrxusdt
9,2019-11-09 00:05:56,4417.9496,ethbtc
9,2019-11-09 00:05:59,6937.8772,ethusdt
9,2019-11-09 00:06:02,4.585,aeeth
9,2019-11-09 00:06:03,288.3671,etcusdt
10,2019-11-09 00:06:04,0.2216,mcoeth
9,2019-11-09 00:06:06,1679.0544,ltcusdt
10,2019-11-09 00:06:17,8.5004,gntusdt
10,2019-11-09 00:06:27,0.9346,wtceth
10,2019-11-09 00:06:31,3317.7836,btcusdt
11,2019-11-09 00:06:32,1748.6074,ltcbtc
10,2019-11-09 00:06:32,907.0445,omgusdt
10,2019-11-09 00:06:33,207.01,etcusdt
9,2019-11-09 00:06:35,97.8063,zrxusdt
10,2019-11-09 00:06:36,2116.837,ltcusdt
10,2019-11-09 00:06:38,2.5287,aeeth
10,2019-11-09 00:06:41,1659.5522,ethbtc
11,2019-11-09 00:06:42,6.2205,gntusdt
10,2019-11-09 00:06:44,753.7477,ethusdt
11,2019-11-09 00:06:45,0.5513,mcoeth
11,2019-11-09 00:06:58,27.4931,wtceth
11,2019-11-09 00:06:59,12040.2218,btcusdt
11,2019-11-09 00:07:00,1524.7158,etcusdt
10,2019-11-09 00:07:01,27.9847,zrxusdt
12,2019-11-09 00:07:01,685.5086,ltcbtc
11,2019-11-09 00:07:07,1111.2355,ltcusdt
11,2019-11-09 00:07:13,1480.7685,omgusdt
11,2019-11-09 00:07:13,6837.7359,ethusdt
11,2019-11-09 00:07:20,6425.6666,ethbtc
11,2019-11-09 00:07:20,0.0649,aeeth
12,2019-11-09 00:07:21,8.6133,gntusdt
12,2019-11-09 00:07:27,29.5808,wtceth
12,2019-11-09 00:07:30,0.4908,mcoeth
12,2019-11-09 00:07:30,1965.7101,etcusdt
13,2019-11-09 00:07:33,1473.4503,ltcbtc
11,2019-11-09 00:07:33,34.3894,zrxusdt
12,2019-11-09 00:07:35,8218.3904,btcusdt
12,2019-11-09 00:07:42,955.7351,ltcusdt
12,2019-11-09 00:07:42,413.1134,omgusdt
13,2019-11-09 00:07:49,13.6742,gntusdt
12,2019-11-09 00:07:51,4151.506,ethusdt
12,2019-11-09 00:07:51,3394.51,ethbtc
12,2019-11-09 00:08:02,18.4927,zrxusdt
13,2019-11-09 00:08:04,15.4266,wtceth
12,2019-11-09 00:08:05,5.8208,aeeth
13,2019-11-09 00:08:08,2191.6155,etcusdt
13,2019-11-09 00:08:09,0.1461,mcoeth
14,2019-11-09 00:08:12,1603.2531,ltcbtc
13,2019-11-09 00:08:16,9297.437,btcusdt
13,2019-11-09 00:08:23,1055.6226,ethusdt
13,2019-11-09 00:08:25,1713.0432,omgusdt
13,2019-11-09 00:08:27,1137.0699,ltcusdt
14,2019-11-09 00:08:27,9.577,gntusdt
13,2019-11-09 00:08:30,4210.1031,ethbtc
13,2019-11-09 00:08:32,6.127,zrxusdt
13,2019-11-09 00:08:37,0.0049,aeeth
14,2019-11-09 00:08:43,0.2055,mcoeth
15,2019-11-09 00:08:45,2160.955,ltcbtc
14,2019-11-09 00:08:47,7213.8931,btcusdt
14,2019-11-09 00:08:48,32.4984,wtceth
14,2019-11-09 00:08:50,857.7643,etcusdt
14,2019-11-09 00:08:55,1959.0431,ltcusdt
14,2019-11-09 00:08:57,3216.7357,ethusdt
14,2019-11-09 00:09:03,4983.0344,ethbtc
15,2019-11-09 00:09:05,2.7597,gntusdt
14,2019-11-09 00:09:07,4.2953,aeeth
14,2019-11-09 00:09:09,1584.0375,omgusdt
16,2019-11-09 00:09:10,522.8813,ltcbtc
14,2019-11-09 00:09:13,68.481,zrxusdt
15,2019-11-09 00:09:15,0.7629,wtceth
15,2019-11-09 00:09:19,1007.0871,etcusdt
15,2019-11-09 00:09:23,483.622,btcusdt
15,2019-11-09 00:09:23,8753.9171,ethusdt
15,2019-11-09 00:09:26,0.3994,mcoeth
16,2019-11-09 00:09:31,0.5574,gntusdt
15,2019-11-09 00:09:38,3.4857,aeeth
15,2019-11-09 00:09:38,2221.3379,ltcusdt
15,2019-11-09 00:09:41,5220.0766,ethbtc
16,2019-11-09 00:09:42,22.4636,wtceth
17,2019-11-09 00:09:46,1245.4208,ltcbtc
15,2019-11-09 00:09:49,1584.6812,omgusdt
16,2019-11-09 00:09:49,505.4479,etcusdt
16,2019-11-09 00:09:52,0.0305,mcoeth
15,2019-11-09 00:09:55,64.1739,zrxusdt
16,2019-11-09 00:10:05,4070.2752,ethusdt
16,2019-11-09 00:10:07,5540.597,btcusdt
17,2019-11-09 00:10:10,7.1393,gntusdt
16,2019-11-09 00:10:13,1.3521,aeeth
16,2019-11-09 00:10:15,1711.1348,omgusdt
17,2019-11-09 00:10:18,1292.4694,etcusdt
16,2019-11-09 00:10:18,1467.9373,ltcusdt
18,2019-11-09 00:10:19,60.9909,ltcbtc
16,2019-11-09 00:10:24,1615.0065,ethbtc
17,2019-11-09 00:10:25,32.0303,wtceth
17,2019-11-09 00:10:30,0.0821,mcoeth
16,2019-11-09 00:10:35,85.0357,zrxusdt
17,2019-11-09 00:10:42,28675.8568,btcusdt
17,2019-11-09 00:10:48,4.4593,aeeth
17,2019-11-09 00:10:49,1538.5679,ltcusdt
17,2019-11-09 00:10:50,8075.6371,ethusdt
18,2019-11-09 00:10:50,7.1934,gntusdt
18,2019-11-09 00:10:55,0.5766,mcoeth
17,2019-11-09 00:10:57,1227.4757,omgusdt
19,2019-11-09 00:11:00,926.0279,ltcbtc
18,2019-11-09 00:11:01,856.3642,etcusdt
17,2019-11-09 00:11:04,3401.0714,ethbtc
18,2019-11-09 00:11:04,31.4468,wtceth
18,2019-11-09 00:11:07,1787.5992,btcusdt
18,2019-11-09 00:11:14,0.1654,aeeth
18,2019-11-09 00:11:17,4344.6388,ethusdt
17,2019-11-09 00:11:18,76.1484,zrxusdt
18,2019-11-09 00:11:19,161.8107,ltcusdt
19,2019-11-09 00:11:29,0.4936,mcoeth
20,2019-11-09 00:11:30,408.6946,ltcbtc
19,2019-11-09 00:11:33,2074.2105,etcusdt
19,2019-11-09 00:11:34,4.6547,gntusdt
18,2019-11-09 00:11:34,1055.4208,omgusdt
18,2019-11-09 00:11:40,6948.786,ethbtc
19,2019-11-09 00:11:42,3525.1741,ethusdt
19,2019-11-09 00:11:43,3998.343,btcusdt
19,2019-11-09 00:11:46,5.043,aeeth
19,2019-11-09 00:11:47,27.0599,wtceth
19,2019-11-09 00:12:00,25.2294,omgusdt
20,2019-11-09 00:12:01,0.0249,mcoeth
18,2019-11-09 00:12:03,11.9065,zrxusdt
19,2019-11-09 00:12:03,593.8637,ltcusdt
21,2019-11-09 00:12:10,1754.1657,ltcbtc
20,2019-11-09 00:12:11,12.3497,gntusdt
19,2019-11-09 00:12:13,3332.2348,ethbtc
20,2019-11-09 00:12:15,150.6651,etcusdt
20,2019-11-09 00:12:16,8516.3542,ethusdt
20,2019-11-09 00:12:26,16962.7048,btcusdt
20,2019-11-09 00:12:27,0.1796,aeeth
20,2019-11-09 00:12:27,31.5202,wtceth
21,2019-11-09 00:12:28,0.1288,mcoeth
20,2019-11-09 00:12:38,832.4155,ethbtc
19,2019-11-09 00:12:38,57.0177,zrxusdt
20,2019-11-09 00:12:40,542.884,omgusdt
21,2019-11-09 00:12:42,291.2525,etcusdt
21,2019-11-09 00:12:44,2.5273,gntusdt
20,2019-11-09 00:12:48,1149.7711,ltcusdt
22,2019-11-09 00:12:49,1289.5461,ltcbtc
21,2019-11-09 00:12:56,7395.9509,btcusdt
21,2019-11-09 00:13:01,8643.7734,ethusdt
22,2019-11-09 00:13:02,0.1621,mcoeth
20,2019-11-09 00:13:05,61.3442,zrxusdt
21,2019-11-09 00:13:06,17.5538,wtceth
21,2019-11-09 00:13:07,1281.8814,omgusdt
21,2019-11-09 00:13:08,2070.7714,ethbtc
22,2019-11-09 00:13:11,1047.1855,etcusdt
21,2019-11-09 00:13:12,2.6262,aeeth
22,2019-11-09 00:13:15,8.7578,gntusdt
23,2019-11-09 00:13:20,3425.9171,ltcbtc
22,2019-11-09 00:13:26,4595.9944,btcusdt
21,2019-11-09 00:13:30,2931.0744,ltcusdt
23,2019-11-09 00:13:30,0.0729,mcoeth
22,2019-11-09 00:13:32,5893.0116,ethusdt
22,2019-11-09 00:13:36,6586.5729,ethbtc
22,2019-11-09 00:13:40,580.9737,omgusdt
22,2019-11-09 00:13:41,25.5545,wtceth
21,2019-11-09 00:13:44,107.0557,zrxusdt
22,2019-11-09 00:13:46,3.5573,aeeth
23,2019-11-09 00:13:49,116.6051,etcusdt
24,2019-11-09 00:13:50,2439.2611,ltcbtc
23,2019-11-09 00:13:57,9.692,gntusdt
24,2019-11-09 00:13:57,0.4905,mcoeth
23,2019-11-09 00:13:58,20566.9091,btcusdt
23,2019-11-09 00:14:05,6030.607,ethbtc
23,2019-11-09 00:14:06,1419.3426,ethusdt
23,2019-11-09 00:14:11,33.1888,wtceth
24,2019-11-09 00:14:14,357.294,etcusdt
23,2019-11-09 00:14:14,3.4231,aeeth
22,2019-11-09 00:14:15,2455.9488,ltcusdt
23,2019-11-09 00:14:20,277.3852,omgusdt
22,2019-11-09 00:14:24,107.0141,zrxusdt
24,2019-11-09 00:14:25,13.3045,gntusdt
25,2019-11-09 00:14:28,187.0818,ltcbtc
24,2019-11-09 00:14:31,6622.8137,ethusdt
25,2019-11-09 00:14:34,0.2859,mcoeth
24,2019-11-09 00:14:39,3616.9659,btcusdt
25,2019-11-09 00:14:44,1625.2169,etcusdt
24,2019-11-09 00:14:45,1629.3918,ethbtc
24,2019-11-09 00:14:46,217.0187,omgusdt
24,2019-11-09 00:14:46,36.7809,wtceth
23,2019-11-09 00:14:51,103.0935,zrxusdt
24,2019-11-09 00:14:58,2.6241,aeeth
23,2019-11-09 00:15:00,2785.875,ltcusdt
25,2019-11-09 00:15:03,10.2907,gntusdt
26,2019-11-09 00:15:05,3134.0125,ltcbtc
25,2019-11-09 00:15:06,8600.6655,btcusdt
26,2019-11-09 00:15:08,0.2271,mcoeth
25,2019-11-09 00:15:10,819.3055,ethusdt
25,2019-11-09 00:15:13,3555.0033,ethbtc
25,2019-11-09 00:15:25,2.7639,wtceth
26,2019-11-09 00:15:25,527.5737,etcusdt
25,2019-11-09 00:15:26,328.0185,omgusdt
27,2019-11-09 00:15:30,390.1474,ltcbtc
25,2019-11-09 00:15:31,4.7716,aeeth
24,2019-11-09 00:15:34,34.1684,zrxusdt
26,2019-11-09 00:15:39,1960.7157,ethusdt
24,2019-11-09 00:15:42,2960.9196,ltcusdt
26,2019-11-09 00:15:45,13358.0811,btcusdt
26,2019-11-09 00:15:48,9.0225,gntusdt
26,2019-11-09 00:15:52,36.1967,wtceth
27,2019-11-09 00:15:52,0.1435,mcoeth
26,2019-11-09 00:15:56,231.4811,ethbtc
28,2019-11-09 00:15:57,2026.5039,ltcbtc
27,2019-11-09 00:16:01,2058.6986,etcusdt
26,2019-11-09 00:16:01,773.2542,omgusdt
25,2019-11-09 00:16:01,37.9577,zrxusdt
27,2019-11-09 00:16:06,7299.7393,ethusdt
26,2019-11-09 00:16:16,4.6746,aeeth
27,2019-11-09 00:16:18,4.4422,gntusdt
25,2019-11-09 00:16:21,1302.4244,ltcusdt
27,2019-11-09 00:16:22,8.3517,wtceth
28,2019-11-09 00:16:24,0.3484,mcoeth
27,2019-11-09 00:16:27,15767.792,btcusdt
29,2019-11-09 00:16:28,2145.6755,ltcbtc
28,2019-11-09 00:16:31,6000.4809,ethusdt
27,2019-11-09 00:16:37,46.7898,ethbtc
28,2019-11-09 00:16:38,651.3943,etcusdt
26,2019-11-09 00:16:42,103.3771,zrxusdt
27,2019-11-09 00:16:42,1495.3091,omgusdt
28,2019-11-09 00:16:53,8.8944,gntusdt
28,2019-11-09 00:16:54,22564.344,btcusdt
27,2019-11-09 00:16:55,5.8842,aeeth
28,2019-11-09 00:17:01,26.7992,wtceth
29,2019-11-09 00:17:02,700.037,ethusdt
29,2019-11-09 00:17:02,0.1994,mcoeth
28,2019-11-09 00:17:05,4452.5385,ethbtc
26,2019-11-09 00:17:06,2684.0976,ltcusdt
30,2019-11-09 00:17:08,1027.8821,ltcbtc
29,2019-11-09 00:17:09,2104.7117,etcusdt
28,2019-11-09 00:17:15,1355.2242,omgusdt
27,2019-11-09 00:17:19,86.5011,zrxusdt
29,2019-11-09 00:17:22,12070.6048,btcusdt
29,2019-11-09 00:17:22,2.7101,gntusdt
29,2019-11-09 00:17:26,24.8779,wtceth
30,2019-11-09 00:17:33,5582.6107,ethusdt
27,2019-11-09 00:17:39,911.1699,ltcusdt
